n_samples,sr_hz,duration_s,mean,std,rms,rms_dbfs,peak_abs,crest_factor,zcr_mean,zcr_std,spectral_flux_mean,spectral_flux_std,top1_freq_hz,top1_power,top2_freq_hz,top2_power,top3_freq_hz,top3_power,dom_freq_hz,spectral_centroid_hz,spectral_spread_hz,spectral_skewness,spectral_kurtosis,spectral_flatness,spectral_entropy,rolloff85_hz,rolloff95_hz,band_0_250_ratio,band_250_500_ratio,band_500_2000_ratio,band_2000_5000_ratio,band_5000_8000_ratio,freq_p25_hz,freq_p50_hz,freq_p75_hz,path,nombre_archivo,clase
236657,16000.0,14.7910625,0.0002113956434186548,0.18117235600948334,0.1811724603176117,-14.838156358469131,0.2952880859375,1.6298729145689874,0.19979196786880493,0.06869270652532578,0.535672664642334,0.12865324318408966,1093.4981851371392,1330384.375,1093.5657935324118,935228.75,1093.9714439040467,862497.375,1093.4981851371392,1640.0754495110791,824.0796497440964,1.8747477740162521,11.611886017049118,0.06849797098864431,0.8414388851400684,2370.417946648525,2645.516507012258,0.0031985038033715747,0.008970487194856585,0.6132264431092224,0.36779112958966115,0.006813436302888328,1036.2338743413463,1368.79957068669,2275.9014100575937,data\raw\Training_data\146.wav,146.wav,5
422045,16000.0,26.3778125,7.377597285085358e-06,0.17144794762134552,0.17144794762134552,-15.31735418789056,0.28900146484375,1.6856513528060975,0.13072514533996582,0.06888675689697266,0.46039801836013794,0.15578803420066833,1046.2581004395265,1987533.5,1021.3508038242367,1977301.5,1039.9270220000235,1654514.125,1046.2581004395265,1325.655078119336,763.8930721460226,2.920296966118164,17.056391568225138,0.06690998813968807,0.8409207704343924,1896.7456076958615,2685.514577829378,0.0054068462985869,0.03689771474339471,0.8298653856081459,0.12163496124347803,0.0061950921063945045,937.7957326825338,1066.578208484877,1585.688729874776,data\raw\Training_data\147.wav,147.wav,5
197276,16000.0,12.32975,-0.0344233438372612,0.08179809153079987,0.08874623477458954,-21.037001272794143,0.36468505859375,4.109301758210132,0.08173561096191406,0.07547078281641006,0.3490007221698761,0.1885880082845688,760.1127354569232,410212.375,763.1947119771285,396310.84375,761.0048865548773,341243.53125,760.1127354569232,854.7932632935592,897.9828256460119,2.170980680193303,11.217124587142504,0.024931200493196765,0.6322113077021158,1419.9801293619091,2934.447170461688,0.26879484599360803,0.03841936632398826,0.5726181160152598,0.11766521541301421,0.0025024562541295066,0.0,751.1912244773819,871.6316227011902,data\raw\Training_data\148.wav,148.wav,5
96968,16000.0,6.0605,-0.009701251052320004,0.6000930070877075,0.6001714468002319,-4.43449340021841,1.0,1.6661905615993953,0.20079171657562256,0.0469072163105011,0.5795460939407349,0.11899418383836746,1399.5544922036136,2315408.25,1384.8692352116161,2272077.25,1383.549212111212,2120939.5,1399.5544922036136,1865.3282147604061,986.8891311693558,2.813443064261911,12.854915379438326,0.12996364742272556,0.8471323407551111,2255.2594670406734,3987.4597805461594,0.0020437592324520017,0.007089127949876626,0.7714862136693634,0.18846774766484947,0.03091203078150067,1359.4587905288342,1690.6195858427523,1933.5038363171357,data\raw\Training_data\149.wav,149.wav,5
467277,16000.0,29.2048125,-0.0006839666166342795,0.030086226761341095,0.030093995854258537,-30.430402863849814,0.2509765625,8.33975533576359,0.1482664793729782,0.12529797852039337,0.4517233371734619,0.16721020638942719,0.03424093203817008,2549434.75,0.06848186407634016,2399125.0,0.10272279611451024,2258130.5,0.03424093203817008,101.96492695808273,529.6631570080592,7.063030287123114,61.869813009238015,0.008993450774964433,0.48126067507409837,18.353139572459163,157.33708271539152,0.9534126599608181,0.004842212285296169,0.02180373086835558,0.018832278156322452,0.0011091187292076668,0.41089118445804096,1.266914485412293,8.6971967376952,data\raw\Training_data\15.wav,15.wav,2
48225,16000.0,3.0140625,-0.003486910369247198,0.6296045184135437,0.6296142339706421,-4.018509244967503,0.9609375,1.52623217226186,0.13279855251312256,0.016538500785827637,0.5288827419281006,0.16876552999019623,1098.8491446345256,3404885.5,1085.246241575946,2581203.0,1104.4893727319854,2451479.75,1098.8491446345256,1299.5160181488063,890.4359407799033,3.3383877737636545,16.360091752710964,0.07248212401701401,0.7692637978184931,1353.9865215137377,3252.0891653706585,0.004051904250846623,0.03495347974770962,0.8505451945644347,0.0959557776867276,0.014493643750281551,940.2592016588906,1075.2928978745465,1190.0881285640228,data\raw\Training_data\150.wav,150.wav,5
57320,16000.0,3.5825,0.025655176490545273,0.612241804599762,0.6127790808677673,-4.253921382481851,0.9921875,1.6191602014137716,0.12044156342744827,0.04284127429127693,0.47492745518684387,0.14995191991329193,923.9357990230286,5454537.0,925.3314724354501,4110022.75,0.2791346824842987,4060638.5,923.9357990230286,1190.251883794471,978.1136506308844,2.8418579435081264,13.540762916603423,0.08691195603624255,0.7787213325674601,1508.44382414515,3205.8618283321703,0.041351593482325255,0.10465386316434797,0.7327747039383385,0.10817545194937146,0.01304399671586538,837.1249127704117,921.9818562456385,1286.810886252617,data\raw\Training_data\151.wav,151.wav,5
101774,16000.0,6.360875,-0.00727216387167573,0.6467190980911255,0.6467599868774414,-3.785137128926408,0.9609375,1.4857714136574964,0.15961037576198578,0.055235233157873154,0.4761787950992584,0.16381026804447174,1083.0270992591427,6363130.0,1046.2397075873994,5671573.5,1083.184310334663,5597875.5,1083.0270992591427,1500.5566195961628,936.9574746896095,2.661713139639373,12.7396833424033,0.09208986361027739,0.8171256592982525,2221.8641303279815,3222.6698370900226,0.002613016635469042,0.012637605290233557,0.7790741683541806,0.18986308685444114,0.015812122865675553,978.7961561892034,1085.6996875429872,1944.2293709591838,data\raw\Training_data\152.wav,152.wav,5
61671,16000.0,3.8544375,-0.010676994919776917,0.5896249413490295,0.5897216200828552,-4.587059000809345,1.0,1.6957153442322517,0.1953185796737671,0.054416920989751816,0.5870832800865173,0.13449229300022125,1238.5724246404307,1646234.75,1382.3028652040668,1617015.25,1236.2374535843428,1493083.875,1238.5724246404307,1651.922872026409,917.1248272403551,2.8649127382317623,13.954032454601984,0.10842169095195475,0.8344399379408446,2205.769324317751,3576.656775469832,0.004521465438055381,0.0057416179484224145,0.7731840493253852,0.1989321146690015,0.017620752619135753,1184.8680903504078,1405.9120169934006,1777.4318561398388,data\raw\Training_data\153.wav,153.wav,5
134545,16000.0,8.4090625,0.03344001993536949,0.5217286944389343,0.5227993130683899,-5.633299834637965,1.0,1.912779866007944,0.13140420615673065,0.06282052397727966,0.5251225829124451,0.13704149425029755,1.308112527407187,18705758.0,0.47567728269352255,18640704.0,0.11891932067338064,12963015.0,1.308112527407187,1372.827903677407,1387.1409506615423,2.0921556776520074,7.634596752931553,0.17166642798192291,0.8300752315562919,2587.9222564941097,4520.836894719238,0.10498070247777781,0.07140482480321575,0.6202797959031141,0.1668570822870071,0.03647759452888537,521.4612211527741,962.4140622096695,1450.1021962912034,data\raw\Training_data\154.wav,154.wav,5
136417,16000.0,8.5260625,-0.0008700917824171484,0.22679217159748077,0.22679385542869568,-12.887374320940701,0.59375,2.6180162547952093,0.21482613682746887,0.04608684033155441,0.47766026854515076,0.1805175542831421,1912.0197629327722,687789.8125,1858.7712675106475,594478.9375,1886.3338147005138,587766.25,1912.0197629327722,1895.5349085888415,740.1197579358511,3.8262549915022803,22.168469721602534,0.014269981233852673,0.8124071039108706,2099.4450838238636,2616.5653840796967,0.0004129840712652661,0.001489986469517017,0.7525999188658614,0.2215228811621688,0.02397422943118754,1625.3692721581622,1824.6406239691535,1992.8308055447635,data\raw\Training_data\155.wav,155.wav,5
75083,16000.0,4.6926875,-0.0009139885078184307,0.232915997505188,0.23291780054569244,-12.655946392178324,0.5625,2.4150150769161676,0.14775696396827698,0.017163706943392754,0.5147112607955933,0.15311165153980255,1191.641250349613,1406061.75,1190.362665317049,1069822.875,1186.5269102193572,1023589.125,1191.641250349613,1200.9364766125973,482.9601689861507,7.069165797909827,70.68845103593087,0.012618679509646727,0.7251882152787892,1266.6515722600323,1536.0068191201735,0.0014281049330310941,0.0063217777814286,0.9625727156761313,0.025031020738739314,0.0046463808706695055,1087.2234726902227,1165.0040621711971,1229.1464113048225,data\raw\Training_data\156.wav,156.wav,5
209855,16000.0,13.1159375,-0.0008567299228161573,0.19699738919734955,0.19699925184249878,-14.110708463701274,0.59375,3.013970837182184,0.1774168312549591,0.049090009182691574,0.5565782189369202,0.12187328934669495,1445.874532415239,615073.125,1234.2998737223318,538519.6875,1392.0468895189533,534141.0625,1445.874532415239,1457.3477651174883,737.5601313159348,3.329556265693384,20.253281715373365,0.023298162148936763,0.8349801296945598,1949.6128279049817,2567.0296156870218,0.0027846141025416483,0.014592318054386133,0.8352343958486348,0.1331964149905021,0.01419225700393547,1106.5926473040906,1329.7562602749515,1552.767387005313,data\raw\Training_data\157.wav,157.wav,5
175635,16000.0,10.9771875,-0.0008644525660201907,0.26115337014198303,0.26115480065345764,-11.662039727526283,0.578125,2.213725340500823,0.1850520521402359,0.0260736346244812,0.4569093883037567,0.17355352640151978,1567.8879494406012,1558116.25,1643.5904005465882,1549628.75,1664.72514020554,1497919.25,1567.8879494406012,1533.3706173519206,595.0333877744831,5.34589396240709,44.62703770372371,0.012820459154163329,0.7985262767940654,1739.6077091695847,1933.3731887152333,0.0010360680395322093,0.014023989357356702,0.9472761926028004,0.027165528902794243,0.010498221097516351,1338.1387536652717,1557.229481595354,1668.3690608363936,data\raw\Training_data\158.wav,158.wav,5
201046,16000.0,12.565375,0.00016013585263863206,0.20761534571647644,0.20761540532112122,-13.654808488752032,0.310577392578125,1.4959265286588501,0.164598748087883,0.04739540070295334,0.48503848910331726,0.15309646725654602,1455.0301920953414,1132541.625,1492.6733185440148,707397.5,1415.477055002338,692049.875,1455.0301920953414,1493.5686191670445,742.8677354083459,3.369819066840224,20.256705003304162,0.06960318320842133,0.8325588344480362,1842.6031853406685,2380.032430389065,0.005366903212567548,0.017592695037442607,0.8882785822467247,0.08020017892911999,0.008561639861679371,1057.9867294052108,1436.5667558668167,1637.1178735214828,data\raw\Training_data\159.wav,159.wav,5
247617,16000.0,15.4760625,-0.004094739910215139,0.005314430221915245,0.006708953529596329,-43.466904326172525,0.04248046875,6.331906840999689,0.07979197055101395,0.08088205009698868,0.4126909673213959,0.1391022652387619,59.89895685675862,3236.677490234375,117.98866798321602,1920.2431640625,860.5548084339929,733.774658203125,59.89895685675862,676.7789232105955,983.5438794799295,1.954817175183888,8.775777312277906,0.035003292903855336,0.4521706487554938,1727.635824680858,2678.2652241162764,0.5509306332499799,0.022213200604259745,0.30423921899567835,0.11974932165898917,0.002867625491092662,0.0,0.0,1041.0270700315407,data\raw\Training_data\16.wav,16.wav,2
206192,16000.0,12.887,0.00026520996470935643,0.18140874803066254,0.18140894174575806,-14.826826202725362,0.30029296875,1.6553371948492823,0.1421229988336563,0.04575306177139282,0.5352759957313538,0.13187724351882935,997.2840847365561,1331610.625,997.3616823155116,1063735.75,1009.8548925273531,1056580.25,997.2840847365561,1168.1199395490555,728.8454878101868,3.3020736389511054,19.705148623688032,0.05667659172494223,0.8103338122195408,1650.5781019632186,2569.954217428416,0.00694703263600329,0.04925018019485805,0.835610799034291,0.10308887541945294,0.005103112715394653,834.1739737720183,988.3603631566695,1111.1973306432837,data\raw\Training_data\160.wav,160.wav,5
639175,16000.0,39.9484375,7.582864054711536e-05,0.21398493647575378,0.21398493647575378,-13.392335956914858,0.2974853515625,1.3902163229896676,0.13007475435733795,0.04552194103598595,0.4996839165687561,0.1259734034538269,847.3923416904603,4285082.0,828.9936245942034,3696846.25,848.3435678804708,3467066.5,847.3923416904603,1119.4500755563247,730.9402309644175,3.233880802160927,19.301315948128572,0.05990548411333296,0.8450040267521578,1575.681151484335,2524.228888801971,0.008028545599255414,0.060591525227565675,0.8376999971666583,0.08870754390562813,0.0049723881008923825,744.7600422419524,884.8906793914028,1285.256776313216,data\raw\Training_data\161.wav,161.wav,5
529183,16000.0,33.0739375,-0.011404726654291153,0.037635136395692825,0.03932520002126694,-28.10658119460892,0.15625,3.973279218300238,0.06522585451602936,0.025566909462213516,0.4228215217590332,0.14888449013233185,488.8743591536387,254240.421875,467.10495235107703,236124.921875,504.0524733409803,234011.1875,488.8743591536387,486.10419053194084,399.7577297414568,7.815962187764117,113.28520353961935,0.00888595400345113,0.653201469183324,618.916329511719,891.2153262670947,0.1570047072797123,0.4130340361516715,0.42467235803515785,0.0032851884968871274,0.0020037100365712574,426.6501380429832,484.52047779312636,559.5946959747384,data\raw\Training_data\162.wav,162.wav,5
610999,16000.0,38.1874375,-0.005498596932739019,0.06484638899564743,0.06507909297943115,-23.731170170872304,0.391143798828125,6.010283501519445,0.13945460319519043,0.06176319718360901,0.4964468479156494,0.14348499476909637,563.1956844446554,947770.25,562.5148322665012,911068.1875,562.7243252443949,764730.375,563.1956844446554,803.4588161984096,756.4338070592693,3.378962056916776,16.572236059499158,0.019093293049393223,0.7746317986259608,939.0784600302128,2557.4640875025984,0.014831901946589928,0.332034610164167,0.5866509519141953,0.060908256815431015,0.005574279159616966,472.4590383944982,561.7816068438738,693.9193026502498,data\raw\Training_data\163.wav,163.wav,5
324999,16000.0,20.3124375,-0.005492814350873232,0.07309816777706146,0.07330425083637238,-22.697416806972303,0.415557861328125,5.6689462969306,0.12578019499778748,0.05384770780801773,0.5077786445617676,0.14830033481121063,612.1864990353816,528072.125,612.4818845596448,482656.96875,613.8603503395395,465094.3125,612.1864990353816,949.7301681407243,857.6940447333419,2.8132820177597284,12.051369482429845,0.02819944933313573,0.7956534096378731,1350.60107877255,2807.2455607555717,0.011810843766618681,0.17743121567120318,0.6958362565282821,0.10583061291532327,0.009091071118572677,537.897039683199,617.1588220271447,893.6396727374546,data\raw\Training_data\164.wav,164.wav,5
130999,16000.0,8.1874375,-0.005500545259565115,0.06449737399816513,0.06473150104284286,-23.777686442349445,0.374847412109375,5.790803643828379,0.16212809085845947,0.07793471962213516,0.48955172300338745,0.1521240621805191,839.090374735685,58052.5234375,839.2125130726189,57455.83203125,1014.9695799204575,52139.671875,839.090374735685,1564.8323662637451,1175.6987928076635,1.3296362982170224,4.527318331195545,0.036765183753852806,0.8378401207727267,2833.7315552027117,3337.0636417071887,0.015692990879680704,0.050513415408743816,0.6189529489878711,0.28533455860797746,0.029506086115726828,762.265360804281,991.7632959030223,2580.2945060649317,data\raw\Training_data\165.wav,165.wav,5
524999,16000.0,32.8124375,-0.005496332887560129,0.054086726158857346,0.05436527356505394,-25.293568445296426,0.234466552734375,4.312800016610058,0.10818292200565338,0.02826034091413021,0.4040064811706543,0.153618723154068,873.5102352575909,302863.3125,845.8682778443386,284504.46875,769.4033702921339,282786.21875,873.5102352575909,802.8062561431055,454.9410898978598,5.575454513435566,55.927615825976524,0.010182259873357942,0.772276509236881,925.8684302255813,1145.6326583479206,0.02080113623471477,0.13959548853575995,0.8127830448249599,0.0243537358520953,0.0024665945524702474,633.0221581374441,795.6738965217077,887.2854995914278,data\raw\Training_data\166.wav,166.wav,5
340999,16000.0,21.3124375,-0.005472084041684866,0.03384464234113693,0.034284159541130066,-29.298129851563445,0.183868408203125,5.363071770289177,0.14303137362003326,0.08879812806844711,0.4341651201248169,0.1474107950925827,506.9809588884425,45329.33203125,516.3651506309403,44413.99609375,466.3004876847146,44232.9296875,506.9809588884425,1308.573197405916,1144.6927824655356,1.4968808337866792,5.321599189206385,0.029279670879081014,0.8091345901220499,2656.007788879146,2962.120123519424,0.05217155420222943,0.17666421165454405,0.4835742604569909,0.2627831336013967,0.024806840084838692,509.4208487414919,875.0289590292053,2183.701418479233,data\raw\Training_data\167.wav,167.wav,5
299999,16000.0,18.7499375,-0.005465600173920393,0.07041089981794357,0.07062271237373352,-23.021112134120514,0.341583251953125,4.836733686260526,0.23217815160751343,0.06870469450950623,0.5442991256713867,0.16797563433647156,2308.3810279367594,173168.5,2204.274014246714,157309.640625,2255.3141843806143,141344.984375,2308.3810279367594,2279.833996136004,974.7923829615423,1.4536303084283295,7.949283397749794,0.028815206306695724,0.837204639897391,2753.822512741709,4739.855799519331,0.013203648646751403,0.01845130380140554,0.19000096042409811,0.7306964144641434,0.047647672663601315,2039.740132467108,2201.4473381577936,2428.168093893646,data\raw\Training_data\168.wav,168.wav,5
330999,16000.0,20.6874375,-0.005472202785313129,0.06211584433913231,0.06235641986131668,-24.102376548018146,0.245819091796875,3.942161726789111,0.11625701934099197,0.03837692365050316,0.3620162904262543,0.16749931871891022,475.60264532521245,354746.75,475.8926764129197,337635.375,895.3743062667863,317158.96875,475.60264532521245,784.8616605790638,517.0654073466089,4.864028883996549,39.97642124093745,0.010704860827328433,0.7606835986070488,951.4469832235143,1266.6624370466375,0.016122037035076326,0.3034878050803375,0.6448110528185474,0.03256909226218741,0.0030100128038514067,481.40326707935674,756.3043997111773,899.14471040698,data\raw\Training_data\169.wav,169.wav,5
212671,16000.0,13.2919375,-0.004128413274884224,0.004586380906403065,0.00617079297080636,-44.193180477139705,0.042449951171875,6.879172802053657,0.040087033063173294,0.06706051528453827,0.3571178913116455,0.1198936402797699,1031.0009357176107,1445.429931640625,59.88592708925994,1421.4423828125,1031.4523371780826,1338.2498779296875,1031.0009357176107,574.9857935359507,959.2836141682144,2.3492255143659677,10.839863903003796,0.024930486676593287,0.36151724585514805,1065.006512406487,2640.096675146118,0.6309635632570044,0.005077478158750733,0.2665219882428793,0.09461582726871712,0.002821143072648323,0.0,0.0,991.2776071960916,data\raw\Training_data\17.wav,17.wav,2
348461,16000.0,21.7788125,-0.005484224762767553,0.0732741430401802,0.07347908616065979,-22.67672507069168,0.34185791015625,4.65245184743844,0.24226582050323486,0.08307252824306488,0.5400751233100891,0.16783024370670319,2703.866429815675,132820.0,2779.306722990521,132700.78125,2335.6645363469656,123577.5,2703.866429815675,2197.8170503556,974.3027562222503,0.9836912775030898,10.03768063378011,0.05365818847351929,0.8511296621275003,2895.0614272472385,3132.9531855788737,0.011716236767416503,0.028968167122783692,0.27450908116579864,0.6745813433726873,0.010225171571313812,1780.9510963924224,2357.2910598316594,2765.761448196498,data\raw\Training_data\170.wav,170.wav,5
318999,16000.0,19.9374375,-0.005485416390001774,0.04426503926515579,0.0446036271750927,-27.01259645890711,0.20953369140625,4.69768278224818,0.13134492933750153,0.06803122162818909,0.42033401131629944,0.15186023712158203,420.6658955043746,291390.90625,424.3273489885548,222649.875,422.7724851802043,222519.609375,420.6658955043746,904.2361387372863,821.7813410064032,2.754714927383165,13.143071711212396,0.01973455103713169,0.7674590364813015,1674.1870664171358,2590.352947814883,0.0312115491406247,0.40315059079326526,0.4423070642443765,0.11439061353134215,0.008940182290391587,434.7098266765726,657.8077047263471,892.2911984050106,data\raw\Training_data\171.wav,171.wav,5
317999,16000.0,19.8749375,-0.00553539302200079,0.03968357294797897,0.040067773312330246,-27.944095839161335,0.199737548828125,4.9849924843879165,0.1018478125333786,0.04264058545231819,0.40929535031318665,0.1465810388326645,412.52959914968284,335386.0625,412.6805430205755,307827.5625,413.9384086113478,277971.375,412.52959914968284,726.8135693070136,696.2469965787693,3.3070022254796694,19.04329303053989,0.010312171250492578,0.722442017492548,859.9272324755738,2139.729999150941,0.04097483663685053,0.5899990614683637,0.2714278200148937,0.09259983843617828,0.004998443443713681,415.3975326966437,443.9259242953594,754.6690398397478,data\raw\Training_data\172.wav,172.wav,5
792999,16000.0,49.5624375,-0.005562188103795052,0.038037870079278946,0.03844239190220833,-28.303791963455545,0.1717529296875,4.467800289961501,0.14565175771713257,0.0589822381734848,0.3873889148235321,0.14197029173374176,898.4223183131379,617586.625,873.6656666654056,433095.9375,890.2104542376472,362331.3125,898.4223183131379,1061.2850516458006,801.5191277639226,2.781761701140288,14.087022694805906,0.019081171071456567,0.7720921861731244,1473.1317441762224,2612.9869016228267,0.04377452009962075,0.11261899895081721,0.7162336550403158,0.11708298249324949,0.010289843415996704,791.8496744636501,873.2621352612047,924.0869156203224,data\raw\Training_data\173.wav,173.wav,5
278999,16000.0,17.4374375,-0.005521258804947138,0.034580349922180176,0.035018354654312134,-29.114085264046196,0.160858154296875,4.593538328251155,0.19462117552757263,0.07277749478816986,0.40328341722488403,0.13883306086063385,120.2011476743644,66646.453125,874.9565410628711,65156.50390625,874.7844974354746,61063.97265625,120.2011476743644,1577.4962086059074,1103.5263720288294,1.3609850857247507,5.683360743083459,0.03138290824652306,0.8070453714575778,2598.7763397001418,2965.802744812705,0.0518399141920612,0.04264295747207182,0.542750020548044,0.334006731734867,0.028760376052955856,848.2897788164114,985.5232456030307,2425.299015408657,data\raw\Training_data\174.wav,174.wav,5
449999,16000.0,28.1249375,-0.005481400992721319,0.03810169920325279,0.038493961095809937,-28.29214793890865,0.197723388671875,5.1364781135344675,0.1538802683353424,0.06973269581794739,0.4663439989089966,0.16558100283145905,120.32026737837195,163894.609375,870.8641574759055,129882.0625,120.35582301294002,129172.515625,120.32026737837195,1337.8924451283067,1030.7943503166637,1.885853957123204,6.968412532383747,0.04222254916106444,0.8211967440841299,2435.169855933013,3430.0876224169388,0.043448742616690926,0.04690573592054603,0.6930527030134678,0.20350373075734662,0.013089087691948508,844.9440998757775,936.6065257922795,1422.9720510490024,data\raw\Training_data\175.wav,175.wav,5
368999,16000.0,23.0624375,-0.0054658688604831696,0.0357048362493515,0.036120783537626266,-28.844856749464846,0.16876220703125,4.6721635164822475,0.1508154273033142,0.06814862042665482,0.443050742149353,0.1460961103439331,870.1161791766373,136783.15625,120.15208713302745,135497.953125,869.9427369721868,89132.359375,870.1161791766373,1246.312660294083,992.6879046155645,2.0873134373954843,7.851447413705168,0.04139325400841544,0.8013821891487456,2195.12790007561,3478.9037368664954,0.048378376023357816,0.03449124257551041,0.7270315569173691,0.18003438696033572,0.010064437523426922,780.0996750668701,879.6555004214102,1327.7434356190665,data\raw\Training_data\176.wav,176.wav,5
469999,16000.0,29.3749375,-0.005494287703186274,0.08242804557085037,0.08261095732450485,-21.65924690105891,0.378875732421875,4.586264881710664,0.09006930142641068,0.02460363693535328,0.3472882807254791,0.18075132369995117,484.4265626097077,820984.375,482.1116640673704,773382.0625,848.784784648478,734020.25,484.4265626097077,677.1234683374266,322.90638746678775,6.7606821046101135,112.36253738528252,0.00339279513688669,0.763568093695894,894.8104144902436,1029.9936808376187,0.00976366602120349,0.37558617508242625,0.608644549912941,0.005069796372547845,0.0009358126108815638,472.8861125236437,657.7375696544035,845.7890335936885,data\raw\Training_data\177.wav,177.wav,5
368999,16000.0,23.0624375,-0.005495267454534769,0.07859703153371811,0.07878889888525009,-22.070699379271268,0.321136474609375,4.07591017456768,0.08401428908109665,0.0218355692923069,0.38485127687454224,0.16673217713832855,692.3812801660708,478837.28125,739.4708386743595,368740.0,849.6066385003753,339297.1875,692.3812801660708,683.8613398479919,254.856330095675,9.233273830501682,222.18683982142124,0.0015050461773233445,0.7512315198156624,868.0782332743448,920.154255160583,0.010772503093767557,0.20571475671574546,0.7811607135668234,0.0017519191995044056,0.0006001074241591854,566.8091241439678,703.004615188659,820.251545397142,data\raw\Training_data\178.wav,178.wav,5
605999,16000.0,37.8749375,-0.005481919273734093,0.08114849030971527,0.08133343607187271,-21.794617595794264,0.339141845703125,4.1697715242650295,0.08293189853429794,0.0362120121717453,0.38356873393058777,0.17180673778057098,424.9775989729356,3668991.5,424.92479360526994,3138590.75,438.36375967617107,2604675.25,424.9775989729356,557.8469174156207,378.80060715320053,6.40690913095072,71.67572740206215,0.004042881281475373,0.7157538924068888,747.1695497847356,913.2424310931206,0.009710276978229963,0.7189949796684156,0.252121568120158,0.017818017592909033,0.0013551576402872363,416.924780403928,439.3934643456507,561.0834341310793,data\raw\Training_data\179.wav,179.wav,5
122809,16000.0,7.6755625,-0.004165354650467634,0.005891057197004557,0.007214897312223911,-42.83539691456117,0.04022216796875,5.574877399932387,0.06137733906507492,0.09478685259819031,0.3746139109134674,0.14716584980487823,59.80017751142017,810.1571044921875,911.7247107296696,590.4544067382812,911.5944271185336,588.9332275390625,59.80017751142017,800.8187302631427,1098.9172006191068,1.8349704737145267,7.713842291871911,0.035714986276438036,0.4737119224448185,2205.180402087795,2856.859024990025,0.5083979964656117,0.00524908084472384,0.3236269742355115,0.15838789771896208,0.004338050735190879,0.0,0.78170166681595,1009.3071354705273,data\raw\Training_data\18.wav,18.wav,2
490033,16000.0,30.6270625,-0.03154981881380081,0.06712561100721359,0.07417033612728119,-22.59539505670825,0.843841552734375,11.377076022498903,0.09286037087440491,0.05271401256322861,0.45245274901390076,0.1293521374464035,123.61616462564766,358006.09375,123.55086290106993,249140.796875,394.6183216232376,215153.40625,123.61616462564766,671.2443530087477,832.6181162631129,2.638829058022593,14.709655535909427,0.04079048071387966,0.6444575983488746,1251.4749006699549,2318.7009854438375,0.3995849967114863,0.1408744075068604,0.4030440272942721,0.05030266276837237,0.006193905719008844,0.0,435.0074382745652,1055.0473131401354,data\raw\Training_data\180.wav,180.wav,5
338360,16000.0,21.1475,-0.0315648689866066,0.1324547976255417,0.13616393506526947,-17.31875812397383,0.95733642578125,7.030763508137127,0.13496233522891998,0.05132794752717018,0.3942391574382782,0.16061227023601532,1078.236198132167,974595.0,1077.526894431966,933500.25,1073.9803759309611,857766.125,1078.236198132167,1073.7888945955806,610.867928458712,1.3349386752912207,13.988907558053924,0.017375531699319057,0.7670179847873624,1478.709067265634,2121.3382196477123,0.1283775560087962,0.02084463726107973,0.7906970216211082,0.05791224641648961,0.0021685386925264197,834.1411514363399,1089.3486227686487,1338.125073885802,data\raw\Training_data\181.wav,181.wav,5
164211,16000.0,10.2631875,0.00041202252032235265,0.20396794378757477,0.2039683610200882,-13.808743876975878,0.29632568359375,1.4528021998694485,0.13191425800323486,0.04272409901022911,0.48519599437713623,0.15141430497169495,698.7108050008829,1051568.375,694.7159447296466,1043806.0,694.3262022641601,939329.0625,698.7108050008829,1171.9966718938465,730.3952984720936,3.2817811266318757,19.924856778028765,0.05247333880680314,0.8042420251807005,1651.2413906498346,2182.4603711079035,0.004188691608210297,0.016737416433810656,0.9117665297205116,0.06186717608169534,0.005440186155771931,711.9620488274232,862.0128980397171,1518.3392099189457,data\raw\Training_data\182.wav,182.wav,5
606063,16000.0,37.8789375,-0.004184608347713947,0.006315736100077629,0.007576243951916695,-42.410920993544636,0.05072021484375,6.694638552513666,0.09217774868011475,0.1057371273636818,0.38762393593788147,0.16435222327709198,59.82216370245337,11523.9609375,59.795763806732964,3790.673583984375,857.943811121946,3609.324462890625,59.82216370245337,975.1291214895654,1237.4337200424568,1.5057907072423313,6.039612949728485,0.05247172209429215,0.5257659397323992,2544.3163499504176,3262.895111564309,0.47281644956564506,0.01335733425918073,0.3079046540839659,0.1999540117171279,0.005967550374080388,0.0,714.5131776729481,1636.2655367511297,data\raw\Training_data\19.wav,19.wav,2
5517632,16000.0,344.852,-1.620390139578376e-05,0.04887017235159874,0.04887017235159874,-26.21912258664905,0.698760986328125,14.29831229775202,0.16233010590076447,0.11751504242420197,0.5221348404884338,0.09567887336015701,29.908482479440455,410567648.0,29.89978309535685,365087840.0,29.90558268474592,350137184.0,29.908482479440455,2092.0947762122496,1965.924888554004,0.7304362321489761,2.83678907852733,0.2618736696964911,0.8641311776220933,3899.8584900189067,6010.694442833447,0.318531449174,0.04598637545417496,0.1078681868841534,0.4240603512931645,0.1035535851384512,100.44308862932503,2418.808648347697,3167.3036549012327,data\raw\Training_data\2.wav,2.wav,1
