iter	MultiClass
473	0.08409869114
474	0.08394575926
475	0.08381236366
476	0.08369240231
477	0.08355364993
478	0.08344911685
479	0.08331032243
480	0.08308584331
481	0.08280533137
482	0.08264866617
483	0.08250636416
484	0.08234830158
485	0.08223689381
486	0.08204042707
487	0.08189610272
488	0.08178987052
489	0.08169940098
490	0.0815189108
491	0.08141030968
492	0.0812786651
493	0.0811651028
494	0.08100785442
495	0.08087977167
496	0.08075652102
497	0.08064540823
498	0.08058660199
499	0.08034359166
500	0.08014171433
501	0.08003023238
502	0.07991377983
503	0.07979798925
504	0.07971152247
505	0.07957371468
506	0.07940665712
507	0.07929970793
508	0.07915724961
509	0.07902377038
510	0.07890497297
511	0.07874788092
512	0.07857384105
513	0.07842071329
514	0.07825953628
515	0.07815610834
516	0.07806538778
517	0.07793960795
518	0.07784707974
519	0.07774602528
520	0.07758352766
521	0.07745402708
522	0.07730766017
523	0.07717853837
524	0.07702623744
525	0.07677689184
526	0.0766870713
527	0.07659719061
528	0.07650117629
529	0.076388393
530	0.07624248674
531	0.07616365765
532	0.07605151472
533	0.07593105352
534	0.07580114419
535	0.07566431173
536	0.07559412627
537	0.07543198675
538	0.07535497837
539	0.07525396895
540	0.07515669727
541	0.07508422891
542	0.074977623
543	0.07480959069
544	0.07473429912
545	0.07462191647
546	0.07453997735
547	0.07445598984
548	0.07433592536
549	0.07424254402
550	0.07412544489
551	0.07402689413
552	0.07378520738
553	0.07360136462
554	0.07349318344
555	0.07335648139
556	0.07325673788
557	0.07319122945
558	0.07310690598
559	0.07300200775
560	0.07295107783
561	0.07279829012
562	0.07263235597
563	0.07255680356
564	0.0724187716
565	0.072309624
566	0.07219975697
567	0.07211983073
568	0.07204267274
569	0.07192702743
570	0.07181933102
571	0.07175596165
572	0.0716414665
573	0.07149789094
574	0.07138733168
575	0.07130287185
576	0.07120471684
577	0.07112259369
578	0.07106384931
579	0.07096589221
580	0.07086545621
581	0.07074644482
582	0.07063139517
583	0.07053547809
584	0.07045013712
585	0.07034559585
586	0.07021804187
587	0.07009881232
588	0.06999963018
589	0.06993057007
590	0.06984431924
591	0.06978698296
592	0.06972172234
593	0.06959935746
594	0.06949550479
595	0.06939111018
596	0.06933877846
597	0.06922908111
598	0.06916517443
599	0.06911461513
600	0.06899667169
601	0.06887929339
602	0.06878516315
603	0.06870136945
604	0.0685988117
605	0.06850357836
606	0.06843512284
607	0.06835765064
608	0.06825595187
609	0.06812564965
610	0.06807995913
611	0.06800329786
612	0.06794042956
613	0.06784415765
614	0.06773231375
615	0.06764252369
616	0.06757524152
617	0.06748768921
618	0.06741262188
619	0.06735611323
620	0.0672990874
621	0.06721079227
622	0.0670710769
623	0.06699871256
624	0.06690538888
625	0.06684810369
626	0.06678512486
627	0.06668473469
628	0.06663521553
629	0.06658062269
630	0.06648870098
631	0.06641345313
632	0.06635196638
633	0.06626212089
634	0.06619345328
635	0.06610964981
636	0.06603150828
637	0.06595339387
638	0.06587354344
639	0.06582889115
640	0.06574528544
641	0.06567200916
642	0.06561645416
643	0.0655336345
644	0.06544914663
645	0.06539187558
646	0.06530438793
647	0.06522717316
648	0.06510600619
649	0.06503770218
650	0.06494314721
651	0.06488306446
652	0.06480854039
653	0.06473756387
654	0.06467945346
655	0.06463876872
656	0.06457515788
657	0.06450628212
658	0.06444931854
659	0.06439976122
660	0.06432949772
661	0.06417274285
662	0.06411193113
663	0.06402038608
664	0.06398020467
665	0.0639304479
666	0.06386581455
667	0.06370176102
668	0.06364339903
669	0.06357701361
670	0.06350900971
671	0.06342774152
672	0.06338779655
673	0.06333589807
674	0.06327630123
675	0.063225854
676	0.06320176138
677	0.06312323423
678	0.0630470703
679	0.06297516989
680	0.06290442578
681	0.06286835338
682	0.06276763438
683	0.06272352391
684	0.06267836556
685	0.0626111692
686	0.06256150241
687	0.06250653045
688	0.06240920197
689	0.06235708014
690	0.06227803495
691	0.06219499365
692	0.06208660755
693	0.06201980532
694	0.06194362977
695	0.06187594666
696	0.06175402163
697	0.06167613131
698	0.0615958831
699	0.06154016971
700	0.06148663443
701	0.06141122225
702	0.06137233006
703	0.06130478324
704	0.06124626801
705	0.06115224246
706	0.06110643335
707	0.06102763016
708	0.06089993586
709	0.0608176099
710	0.06075667834
711	0.0607175569
712	0.06065701975
713	0.06056440675
714	0.0604828027
715	0.06044254756
716	0.06037772302
717	0.06033493299
718	0.06026887255
719	0.06022572602
720	0.06014661884
721	0.06007152711
722	0.06002130369
723	0.05991674668
724	0.05982666117
725	0.05977859033
726	0.05971122169
727	0.05965373262
728	0.05957480555
729	0.0595398358
730	0.05947193556
731	0.05940387674
732	0.05929027949
733	0.05923763
734	0.05919301649
735	0.0591117965
736	0.05903304349
737	0.05896769629
738	0.05890190032
739	0.05883558782
740	0.05880622075
741	0.05874582815
742	0.05869097035
743	0.05866247884
744	0.05861025364
745	0.05856584098
746	0.05851897123
747	0.0584733697
748	0.0584382533
749	0.05836478838
750	0.05832038426
751	0.05826394864
752	0.0582332186
753	0.05818210426
754	0.05813051305
755	0.05808764981
756	0.05801909927
757	0.05798088822
758	0.05792647857
759	0.05785710234
760	0.05778716992
761	0.05774500538
762	0.05769584705
763	0.05764636884
764	0.05759031634
765	0.0575315707
766	0.05747511684
767	0.05741875335
768	0.05737168916
769	0.0573289234
770	0.05729064239
771	0.05719758248
772	0.05715688481
773	0.05711272505
774	0.05705832112
775	0.05702563557
776	0.05697242487
777	0.05688868906
778	0.05680632573
779	0.05679220289
780	0.0567076245
781	0.05663751362
782	0.05658978643
783	0.05654749365
784	0.05648836941
785	0.05644352588
786	0.05636123115
787	0.05633585864
788	0.05624888736
789	0.05618962779
790	0.05611099809
791	0.056070691
792	0.05601914347
793	0.05598936795
794	0.05591365603
795	0.05587543283
796	0.05583238587
797	0.05578862688
798	0.05573745855
799	0.05568723685
800	0.05561094149
801	0.05557340279
802	0.05553140755
803	0.05549609539
804	0.05546015614
805	0.05542279345
806	0.05535950271
807	0.05527937934
808	0.0552425732
809	0.05519589276
810	0.05515884814
811	0.05510691637
812	0.05507595653
813	0.05500383559
814	0.05494039561
815	0.05489763344
816	0.05485544783
817	0.05482115504
818	0.05475685156
819	0.0547155143
820	0.05467343123
821	0.05460634966
822	0.05455611699
823	0.05450767004
824	0.05440253458
825	0.05437188805
826	0.05434312482
827	0.05429359436
828	0.0542703496
829	0.05423782316
830	0.05419308197
831	0.05412397269
832	0.05409465957
833	0.0540487532
834	0.05399970532
835	0.0539621171
836	0.05392316055
837	0.05386930362
838	0.05383576957
839	0.05378492094
840	0.05375111008
841	0.05371664205
842	0.05367649167
843	0.05364173202
844	0.05359096286
845	0.05354717084
846	0.05352999816
847	0.05349925839
848	0.05344951037
849	0.05342396145
850	0.05339219179
851	0.05335814011
852	0.05332290685
853	0.05327982835
854	0.05324118093
855	0.0531225681
856	0.05308697373
857	0.05308121337
858	0.05304672574
859	0.05300387968
860	0.05297479978
861	0.05294371362
862	0.05289962062
863	0.05286752383
864	0.05283713762
865	0.05281582853
866	0.05279015744
867	0.05275383592
868	0.05269437779
869	0.05265017861
870	0.05262096549
871	0.05259807641
872	0.05259150829
873	0.05254322497
874	0.05250276612
875	0.0524558755
876	0.05240846249
877	0.052372727
878	0.05230439263
879	0.05224182752
880	0.05219736482
881	0.05214364121
882	0.05210752921
883	0.05204069492
884	0.05200482402
885	0.05197225239
886	0.05193604645
887	0.05191290686
888	0.05188486835
889	0.051851677
890	0.05181412216
891	0.05178802654
892	0.0517564254
893	0.05172799429
894	0.05170877725
895	0.0516856269
896	0.05164504033
897	0.05162472516
898	0.05155493485
899	0.05151958256
900	0.0514934694
901	0.05146062799
902	0.05141361864
903	0.05137513897
904	0.05131533205
905	0.05127415758
906	0.05123555696
907	0.05121290725
908	0.05118859405
909	0.05113390695
910	0.05111396079
911	0.05108325515
912	0.051049647
913	0.05101228855
914	0.0509872676
915	0.05096783401
916	0.05091706685
917	0.05088506918
918	0.05084179008
919	0.05081047428
920	0.05077044712
921	0.05075344123
922	0.05071214979
923	0.05067188224
924	0.05060025763
925	0.05055121111
926	0.05053343492
927	0.05050450335
928	0.05047099552
929	0.05038161313
930	0.05034315681
931	0.05031780476
932	0.05027727953
933	0.05024593479
934	0.05020801436
935	0.05017897578
936	0.05014917778
937	0.05006363613
938	0.05001358122
939	0.04998704003
940	0.04995438049
941	0.04992032454
942	0.04988000607
943	0.04984611337
944	0.04980237259
945	0.04975711944
946	0.04972711891
947	0.04970073929
948	0.04962428118
949	0.04953388352
950	0.04949862845
951	0.04947084952
952	0.04944404068
953	0.04939578217
954	0.04936452059
955	0.04934072691
956	0.04930552375
957	0.04924657494
958	0.04921633573
959	0.04919054183
960	0.04913692202
961	0.04910736519
962	0.04908613916
963	0.04905024871
964	0.04895364471
965	0.04889010631
966	0.04886544962
967	0.0488462749
968	0.0488221498
969	0.04878319211
970	0.04876920882
971	0.0487473048
972	0.04871952486
973	0.04868953426
974	0.04867261637
975	0.04863879223
976	0.04859672672
977	0.04856073911
978	0.04853221954
979	0.04848585181
980	0.04845970645
981	0.04843197152
982	0.04836417603
983	0.04834335637
984	0.0483203105
985	0.04829926292
986	0.0482432698
987	0.04822926961
988	0.04819840267
989	0.0481656545
990	0.04812831787
991	0.04809008934
992	0.04807340175
993	0.04803058044
994	0.04800940572
995	0.0479748019
996	0.04794899998
997	0.04790489669
998	0.04788157584
999	0.04785743773
1000	0.04782838701
1001	0.04780233151
1002	0.04777566663
1003	0.04768776157
1004	0.04766176412
1005	0.04763701979
1006	0.04762323557
1007	0.04760101113
1008	0.04756782919
1009	0.04753543127
1010	0.04749143281
1011	0.04746190203
1012	0.04743729759
1013	0.0474117462
1014	0.04738609851
1015	0.04730180329
1016	0.04721564314
1017	0.04719156905
1018	0.04716445684
1019	0.04711559039
1020	0.04708870393
1021	0.04704280655
1022	0.04703161112
1023	0.04700343964
1024	0.04699080576
1025	0.04692921386
1026	0.04689309537
1027	0.0468706586
1028	0.04684627385
1029	0.04682629773
1030	0.04680663468
1031	0.04677833391
1032	0.04673702904
1033	0.04670232121
1034	0.04666578739
1035	0.04663936556
1036	0.04661635256
1037	0.04659490133
1038	0.04656114991
1039	0.04653258014
1040	0.0464942811
1041	0.04646670648
1042	0.04643367449
1043	0.04637795091
1044	0.04632051703
1045	0.04628504278
1046	0.04625426217
1047	0.04622413151
1048	0.04618923684
1049	0.04616918375
1050	0.04612765816
1051	0.04609920535
1052	0.04607731723
1053	0.04605675306
1054	0.04603829312
1055	0.04600361438
1056	0.04597817718
1057	0.04595513912
1058	0.04593228517
1059	0.04591680123
1060	0.04588154419
1061	0.04585382289
1062	0.04582861699
1063	0.045809164
1064	0.04578415772
1065	0.04574700203
1066	0.04568762725
1067	0.04564141024
1068	0.04562184997
1069	0.04560128989
1070	0.04558738123
1071	0.04557079904
1072	0.04554923696
1073	0.04552558753
1074	0.04550344313
1075	0.04548533292
1076	0.04546699841
1077	0.04544190376
1078	0.04540851513
1079	0.04539480976
1080	0.04536558382
1081	0.04533884764
1082	0.04531025103
1083	0.04527796084
1084	0.04525774474
1085	0.04522916818
1086	0.04520985554
1087	0.04512833494
1088	0.04509749004
1089	0.04504162743
1090	0.04501960458
1091	0.04501354741
1092	0.04499873872
1093	0.04497782132
1094	0.04495424419
1095	0.04492739591
1096	0.04489872853
1097	0.04487725393
1098	0.04484011358
1099	0.04480332664
1100	0.04478055806
1101	0.04475129645
1102	0.04472128334
1103	0.04467081095
1104	0.04464917919
1105	0.04460789903
1106	0.04456847083
1107	0.04455958478
1108	0.04451435022
1109	0.04447304222
1110	0.04445831269
1111	0.04444525662
1112	0.04442517085
1113	0.04440695188
1114	0.04438895141
1115	0.04435858516
1116	0.04433878267
1117	0.04430536306
1118	0.04428535839
1119	0.04424719312
1120	0.04422043313
1121	0.04419791096
1122	0.04417652852
1123	0.04416223104
1124	0.04411882349
1125	0.04409311861
1126	0.04407013069
1127	0.04403739407
1128	0.04399470348
1129	0.04396343662
1130	0.04394415915
1131	0.04390981068
1132	0.04389036508
1133	0.04385142868
1134	0.0438161155
1135	0.04378610546
1136	0.04372214006
1137	0.04368936358
1138	0.04365280115
1139	0.04362691584
1140	0.04359655095
1141	0.04356051348
1142	0.04353076907
1143	0.0435105578
1144	0.04347995757
1145	0.04346267129
1146	0.04342724704
1147	0.04340104206
1148	0.04337968411
1149	0.04336290204
1150	0.04335170888
1151	0.04330846388
1152	0.04329194695
1153	0.04327135505
1154	0.04319498794
1155	0.04317111176
1156	0.04315012397
1157	0.0431267125
1158	0.04310150451
1159	0.04307464105
1160	0.04305551258
1161	0.04303500555
1162	0.04300679982
1163	0.0429823525
1164	0.04292963763
1165	0.04291032055
1166	0.0428877592
1167	0.04286756891
1168	0.04284999155
1169	0.04283017863
1170	0.04280984048
1171	0.04279332861
1172	0.04276998552
1173	0.04275385569
1174	0.04272079278
1175	0.0427058806
1176	0.04267469575
1177	0.04264772148
1178	0.04263764252
1179	0.04259713306
1180	0.04256986855
1181	0.04252886249
1182	0.04250156184
1183	0.04247722727
1184	0.04245462973
1185	0.04242506987
1186	0.0424151351
1187	0.04239788717
1188	0.0423824238
1189	0.04236055781
1190	0.04232141015
1191	0.04229857032
1192	0.04226484915
1193	0.04224755587
1194	0.04222783119
1195	0.0421973541
1196	0.04217380898
1197	0.04214595269
1198	0.04212262949
1199	0.04210629412
1200	0.04208822643
1201	0.04206067369
1202	0.04201310687
1203	0.04196035623
1204	0.04192711741
1205	0.04190790309
1206	0.04189475007
1207	0.041875983
1208	0.04179607224
1209	0.04177259166
1210	0.04176445733
1211	0.04170369091
1212	0.04165015813
1213	0.04160155592
1214	0.04157686837
1215	0.04155089554
1216	0.04153617172
1217	0.04151878538
1218	0.04149966031
1219	0.0414905226
1220	0.04146788141
1221	0.04144978054
1222	0.04141655016
1223	0.04138797569
1224	0.04137959706
1225	0.04135216758
1226	0.04133568
1227	0.04130517117
1228	0.04128737729
1229	0.04127178303
1230	0.04124303972
1231	0.04120576011
1232	0.04117181035
1233	0.04115514592
1234	0.04113254878
1235	0.04112727779
1236	0.04111864332
1237	0.04109762349
1238	0.04107155692
1239	0.04105389343
1240	0.04103350363
1241	0.04100667904
1242	0.04097939166
1243	0.04095948905
1244	0.04088349207
1245	0.040860471
1246	0.04081839282
1247	0.04079475212
1248	0.04078103063
1249	0.04074663997
1250	0.0407279343
1251	0.04071257932
1252	0.04064169636
1253	0.04060366338
1254	0.04057999764
1255	0.04055995959
1256	0.04053997126
1257	0.04052323094
1258	0.04050262143
1259	0.04048651548
1260	0.04046776689
1261	0.04043788779
1262	0.04041726002
1263	0.04040210024
1264	0.04038554971
1265	0.04035727989
1266	0.04031183625
1267	0.04029456008
1268	0.04024058858
1269	0.04020926682
1270	0.04019013549
1271	0.040160606
1272	0.04013801096
1273	0.04012075681
1274	0.04008929664
1275	0.04007289908
1276	0.04005656061
1277	0.04003880537
1278	0.04002381631
1279	0.04000767457
1280	0.03998574948
1281	0.03996653074
1282	0.03995221035
1283	0.03994226966
1284	0.03992263634
1285	0.03987523147
1286	0.03985744782
1287	0.03984074901
1288	0.03982144601
1289	0.039797819
1290	0.03975112172
1291	0.0397269254
1292	0.0397107519
1293	0.03969042414
1294	0.03966573357
1295	0.03965330184
1296	0.03962865268
1297	0.03959062198
1298	0.03957539954
1299	0.03956888042
1300	0.03955350719
1301	0.03953786786
1302	0.03951961305
1303	0.03950810511
1304	0.03948812018
1305	0.03946943847
1306	0.0394185315
1307	0.03939526039
1308	0.03937343124
1309	0.03934726165
1310	0.03931592937
1311	0.03930021731
1312	0.03928455765
1313	0.03922684477
1314	0.03921079861
1315	0.0391913053
1316	0.03917698981
1317	0.03915444498
1318	0.03914500659
1319	0.03912585604
1320	0.03911853836
1321	0.0391084061
1322	0.03909763338
1323	0.03907966023
1324	0.03901408863
1325	0.03900160749
1326	0.03898178426
1327	0.03894788086
1328	0.03892492056
1329	0.03890965488
1330	0.03889093739
1331	0.0388839333
1332	0.03886549083
1333	0.03884515529
1334	0.03882934587
1335	0.03881207158
1336	0.03879779227
1337	0.03877634318
1338	0.03875961357
1339	0.03873561787
1340	0.03872110921
1341	0.03870100476
1342	0.03868588289
1343	0.03867450105
1344	0.03865466808
1345	0.03864188988
1346	0.0386172203
1347	0.03860706401
1348	0.03859728693
1349	0.03858246138
1350	0.03855806074
1351	0.03853766176
1352	0.03848015665
1353	0.03846627613
1354	0.03844594929
1355	0.03842681886
1356	0.03841141524
1357	0.03838951782
1358	0.03836776398
1359	0.0383046218
1360	0.03828267177
1361	0.03825705176
1362	0.03824279255
1363	0.03823174402
1364	0.03820912675
1365	0.03817995779
1366	0.03811568135
1367	0.038094205
1368	0.03808155452
1369	0.03806447928
1370	0.03805717708
1371	0.03800782414
1372	0.03798926664
1373	0.0379762682
1374	0.03796202032
1375	0.03790599267
1376	0.03788761535
1377	0.0378708085
1378	0.03786489692
1379	0.03784569848
1380	0.03783129143
1381	0.03781935058
1382	0.03778813552
1383	0.03773049562
1384	0.03771122951
1385	0.037698161
1386	0.03767908992
1387	0.03767434965
1388	0.03762292588
1389	0.03759474189
1390	0.03757585338
1391	0.03755786857
1392	0.03753248902
1393	0.03751480215
1394	0.03750031715
1395	0.03747701369
1396	0.03743559777
1397	0.03742155519
1398	0.03740580037
1399	0.03739306226
1400	0.03737500442
1401	0.03736168593
1402	0.0373158405
1403	0.03729540907
1404	0.03727259778
1405	0.03725803198
1406	0.03721957111
1407	0.03720782058
1408	0.03719435646
1409	0.03718603809
1410	0.03716744157
1411	0.03713957902
1412	0.03710432967
1413	0.0370764402
1414	0.03706001692
1415	0.03704089521
1416	0.03702059339
1417	0.03700623212
1418	0.0369051926
1419	0.03689279923
1420	0.03687152865
1421	0.03685529058
1422	0.03683389037
1423	0.03682577729
1424	0.03679963356
1425	0.03677920455
1426	0.03676093156
1427	0.03673189622
1428	0.03671964689
1429	0.03670920145
1430	0.03669663117
1431	0.03667673692
1432	0.03664950616
1433	0.0366106151
1434	0.03660131055
1435	0.03658710097
1436	0.03657172983
1437	0.0365600563
1438	0.03654724666
1439	0.03653292652
1440	0.03651408171
1441	0.03650406688
1442	0.03648654284
1443	0.03646871831
1444	0.03645063845
1445	0.03643598145
1446	0.03641128993
1447	0.0363927584
1448	0.0363796446
1449	0.03634652843
1450	0.03631690888
1451	0.03630101081
1452	0.03627895613
1453	0.03625500861
1454	0.03624242561
1455	0.03620057418
1456	0.03618685586
1457	0.03618017424
1458	0.0361564929
1459	0.03613429471
1460	0.03610250207
1461	0.03608950799
1462	0.03607397427
1463	0.03605599196
1464	0.03604274703
1465	0.03602775343
1466	0.03601549906
1467	0.03600082218
1468	0.03597805849
1469	0.03594083425
1470	0.0359249014
1471	0.03590891484
1472	0.03589156179
1473	0.03587703278
1474	0.035869675
1475	0.0358569757
1476	0.03584008426
1477	0.03582698894
1478	0.03580870057
1479	0.03577477144
1480	0.03575812671
1481	0.0357479624
1482	0.03573328583
1483	0.035722422
1484	0.03571448831
1485	0.03570345196
1486	0.03567649188
1487	0.03566482916
1488	0.0356570754
1489	0.03565061321
1490	0.03563658674
1491	0.03561117459
1492	0.03559121531
1493	0.03558583655
1494	0.03557062866
1495	0.03555309434
1496	0.03555008975
1497	0.03553136162
1498	0.03550903358
1499	0.03546649534
